,id,trial,radius,distance,latency,hit,time,accuracy,click_x,click_y,target_x,target_y,click_time
0,0,0,25,110,0.15,True,5.308096170425415,13.038404810405298,473,349,460.0,350.0,1719503154.0614378
1,0,0,25,110,0.15,True,1.1718580722808838,13.678659687013988,240,294,250.8934245307339,302.2727886970686,1719503159.369956
2,0,0,25,110,0.15,True,0.9329171180725098,8.133387382938308,425,441,418.5838782044607,436.0014630714833,1719503160.542104
3,0,0,25,110,0.15,True,1.5647611618041992,9.439847877427091,322,234,325.5226972648054,242.7579296599994,1719503161.4753668
4,0,0,25,110,0.15,True,0.9882800579071045,9.437362457977821,333,463,325.5226972648054,457.2420703400006,1719503163.040523
5,0,0,25,110,0.15,True,0.9896581172943115,9.112175281845634,420,273,418.5838782044607,263.9985369285167,1719503164.0289059
6,0,0,25,110,0.15,True,1.2976219654083252,10.082362265881095,243,404,250.8934245307339,397.72721130293144,1719503165.018823
7,0,1,15,70,0.15,True,0.9728240966796875,10.672455832900827,296,314,286.93217924683063,319.6281382617709,1719503166.319981
8,0,1,15,70,0.15,True,0.9300298690795898,8.50497582655297,386,401,393.64428613011137,404.7282037727621,1719503167.293026
9,0,1,15,70,0.15,True,1.2605457305908203,4.789861813612441,335,277,334.423534623058,281.75504614727237,1719503168.2231522
10,0,1,15,70,0.15,True,0.813690185546875,6.263396062242859,331,413,334.423534623058,418.24495385272763,1719503169.4838789
11,0,1,15,70,0.15,True,0.9753568172454834,7.8041541229233,389,289,393.64428613011137,295.2717962272379,1719503170.2976902
12,0,1,15,70,0.15,True,1.9365358352661133,7.620870168783165,285,373,286.9321792468307,380.3718617382291,1719503171.27323
13,0,1,15,70,0.15,True,1.3585631847381592,6.708203932499369,414,347,420.0,350.0,1719503173.2100759
14,0,2,50,180,0.15,True,0.9231932163238525,6.025432294930188,468,489,462.22816433457206,490.72966684424534,1719503174.574046
15,0,2,50,180,0.15,True,0.8861639499664307,18.498665494545655,292,179,309.9462318878634,174.51297580727174,1719503175.497503
16,0,2,50,180,0.15,True,0.8331372737884521,29.623957339906582,328,502,309.9462318878634,525.4870241927283,1719503176.3839529
17,0,2,50,180,0.15,True,0.8061811923980713,10.765722832267024,459,199,462.228164334572,209.27033315575463,1719503177.217386
18,0,2,50,180,0.15,True,0.8922891616821289,30.313521151609027,218,431,187.82560377756457,428.09907304116047,1719503178.0238988
19,0,2,50,180,0.15,True,0.7726171016693115,17.0,545,342,530.0,350.0,1719503178.916539
20,0,2,50,180,0.15,True,0.7586607933044434,13.583472942033621,194,284,187.82560377756457,271.9009269588396,1719503179.689541
21,0,0,25,110,0.15,True,1.2478749752044678,4.754224900202283,329,246,325.5226972648054,242.7579296599994,1719503180.452169
22,0,0,25,110,0.15,True,0.798037052154541,16.946746235762884,323,474,325.5226972648054,457.2420703400006,1719503181.70032
23,0,0,25,110,0.15,True,1.167945146560669,12.47536679007629,422,252,418.5838782044607,263.9985369285167,1719503182.498556
24,0,0,25,110,0.15,True,0.9372072219848633,12.173297033278246,263,399,250.8934245307339,397.72721130293144,1719503183.666741
25,0,0,25,110,0.15,True,1.0972800254821777,11.180339887498949,458,339,460.0,350.0,1719503184.604182
26,0,0,25,110,0.15,True,0.7307558059692383,8.205885504093533,259,301,250.8934245307339,302.2727886970686,1719503185.701678
27,0,0,25,110,0.15,True,1.087095022201538,14.078694738507897,407,428,418.5838782044607,436.0014630714833,1719503186.4326458
28,0,1,15,70,0.15,True,1.7849860191345215,7.827485551944763,341,414,334.423534623058,418.24495385272763,1719503187.52459
29,0,1,15,70,0.15,True,0.8747298717498779,1.7644321005411925,394,297,393.64428613011137,295.2717962272379,1719503189.309927
30,0,1,15,70,0.15,True,0.8076779842376709,8.678348230651789,286,389,286.9321792468307,380.3718617382291,1719503190.1849248
31,0,1,15,70,0.15,True,1.826092004776001,6.082762530298219,426,351,420.0,350.0,1719503190.992702
32,0,1,15,70,0.15,True,1.1968228816986084,6.15155141537242,281,318,286.93217924683063,319.6281382617709,1719503192.819065
33,0,1,15,70,0.15,True,0.7668867111206055,4.955409361347848,389,403,393.64428613011137,404.7282037727621,1719503194.016096
34,0,1,15,70,0.15,True,0.8186779022216797,7.884617401584484,333,274,334.423534623058,281.75504614727237,1719503194.7831821
35,0,2,50,180,0.15,True,1.1293971538543701,23.095635249304024,440,203,462.228164334572,209.27033315575463,1719503195.604513
36,0,2,50,180,0.15,True,0.9491078853607178,24.365859806710144,210,418,187.82560377756457,428.09907304116047,1719503196.7342432
37,0,2,50,180,0.15,True,1.0667309761047363,3.605551275463989,533,348,530.0,350.0,1719503197.683629
38,0,2,50,180,0.15,True,1.2156379222869873,13.533993111427545,201,275,187.82560377756457,271.9009269588396,1719503198.750653
39,0,2,50,180,0.15,True,1.135223150253296,9.0839509653496,467,483,462.22816433457206,490.72966684424534,1719503199.966667
40,0,2,50,180,0.15,True,0.8314008712768555,17.550955634260646,304,158,309.9462318878634,174.51297580727174,1719503201.102227
41,0,2,50,180,0.15,True,0.8843719959259033,22.059733274061564,332,526,309.9462318878634,525.4870241927283,1719503201.933923
42,0,0,25,110,0.15,True,1.8645110130310059,19.90671182890627,231,397,250.8934245307339,397.72721130293144,1719503202.8219929
43,0,0,25,110,0.15,True,0.9654238224029541,15.297058540778355,463,335,460.0,350.0,1719503204.686839
44,0,0,25,110,0.15,True,0.8294270038604736,12.273251432833296,251,290,250.8934245307339,302.2727886970686,1719503205.652339
45,0,0,25,110,0.15,True,0.6912679672241211,1.5838788802000552,417,436,418.5838782044607,436.0014630714833,1719503206.481971
