,id,trial,radius,distance,latency,hit,time,accuracy,click_x,click_y,target_x,target_y,click_time
0,2,0,25,110,0,True,9.083089828491211,7.615773105863909,453,347,460.0,350.0,1719593301.0559292
1,2,0,25,110,0,True,0.9364848136901855,13.275898240296675,262,295,250.8934245307339,302.2727886970686,1719593310.1392372
2,2,0,25,110,0,True,0.9509997367858887,24.574638527319326,403,417,418.5838782044607,436.0014630714833,1719593311.0759602
3,2,0,25,110,0,True,0.878821849822998,6.481824494142636,332,243,325.5226972648054,242.7579296599994,1719593312.027318
4,2,0,25,110,0,True,0.8688199520111084,9.366668091149867,324,448,325.5226972648054,457.2420703400006,1719593312.906281
5,2,0,25,110,0,True,1.0502827167510986,9.36497538719478,416,273,418.5838782044607,263.9985369285167,1719593313.7753441
6,2,0,25,110,0,True,0.8670859336853027,5.833134541359994,252,392,250.8934245307339,397.72721130293144,1719593314.825896
7,2,1,15,70,0,True,0.964055061340332,5.28361781941585,291,323,286.93217924683063,319.6281382617709,1719593315.6956449
8,2,1,15,70,0,True,0.9164919853210449,8.68417307305923,391,413,393.64428613011137,404.7282037727621,1719593316.6599061
9,2,1,15,70,0,True,0.8674118518829346,6.348278940760818,338,287,334.423534623058,281.75504614727237,1719593317.576659
10,2,1,15,70,0,True,0.7119791507720947,5.341752017826096,339,421,334.423534623058,418.24495385272763,1719593318.444279
11,2,1,15,70,0,True,0.9533560276031494,8.744280270693151,401,300,393.64428613011137,295.2717962272379,1719593319.156339
12,2,1,15,70,0,True,0.9337737560272217,7.455187341992551,294,378,286.9321792468307,380.3718617382291,1719593320.109914
13,2,1,15,70,0,True,0.9168202877044678,5.0990195135927845,415,351,420.0,350.0,1719593321.0439198
14,2,2,50,180,0,True,0.7095739841461182,5.638066016748136,458,487,462.22816433457206,490.72966684424534,1719593321.9646661
15,2,2,50,180,0,True,0.8503327369689941,35.805344227822914,325,207,309.9462318878634,174.51297580727174,1719593322.6746812
16,2,2,50,180,0,True,0.7315711975097656,22.58061603461645,312,503,309.9462318878634,525.4870241927283,1719593323.5254028
17,2,2,50,180,0,True,1.0990140438079834,12.60558433672154,451,215,462.228164334572,209.27033315575463,1719593324.257308
18,2,2,50,180,0,True,0.8342330455780029,37.894881055795096,223,414,187.82560377756457,428.09907304116047,1719593325.35646
19,2,2,50,180,0,True,0.7526760101318359,44.04543109109048,502,384,530.0,350.0,1719593326.191029
20,2,2,50,180,0,True,0.814208984375,14.174742457557267,202,272,187.82560377756457,271.9009269588396,1719593326.944108
21,2,0,25,110,0,True,1.0964429378509521,5.297260287977427,321,240,325.5226972648054,242.7579296599994,1719593327.76146
22,2,0,25,110,0,True,0.9009847640991211,4.526150331060568,323,461,325.5226972648054,457.2420703400006,1719593328.858127
23,2,0,25,110,0,True,0.9341061115264893,16.645082151235318,414,280,418.5838782044607,263.9985369285167,1719593329.759367
24,2,0,25,110,0,True,0.8965439796447754,20.256273054958783,270,391,250.8934245307339,397.72721130293144,1719593330.693718
25,2,0,25,110,0,True,0.8175129890441895,5.385164807134504,458,355,460.0,350.0,1719593331.5903559
26,2,0,25,110,0,True,0.8354842662811279,16.7859554404784,267,307,250.8934245307339,302.2727886970686,1719593332.4081438
27,2,0,25,110,0,True,0.9495298862457275,10.58387830558516,408,436,418.5838782044607,436.0014630714833,1719593333.243886
28,2,1,15,70,0,True,0.779904842376709,8.01358360893972,340,424,334.423534623058,418.24495385272763,1719593334.196165
29,2,1,15,70,0,True,0.8992161750793457,4.741565487683644,394,300,393.64428613011137,295.2717962272379,1719593334.976286
30,2,1,15,70,0,True,0.9669299125671387,8.40924846883148,295,378,286.9321792468307,380.3718617382291,1719593335.875753
31,2,1,15,70,0,True,0.9128429889678955,6.0,414,350,420.0,350.0,1719593336.84289
32,2,1,15,70,0,True,0.7857248783111572,4.381552222598499,291,318,286.93217924683063,319.6281382617709,1719593337.75584
33,2,1,15,70,0,True,0.8824069499969482,7.651767600099461,390,398,393.64428613011137,404.7282037727621,1719593338.541713
34,2,1,15,70,0,True,1.0020248889923096,2.6848218792113023,337,281,334.423534623058,281.75504614727237,1719593339.424343
35,2,2,50,180,0,True,0.7119338512420654,25.431313307535905,438,217,462.228164334572,209.27033315575463,1719593340.429527
36,2,2,50,180,0,True,0.7164897918701172,33.48690859795878,216,410,187.82560377756457,428.09907304116047,1719593341.1418471
37,2,2,50,180,0,True,0.9826641082763672,29.154759474226502,505,365,530.0,350.0,1719593341.85866
38,2,2,50,180,0,True,0.7649431228637695,23.19190181204624,211,271,187.82560377756457,271.9009269588396,1719593342.841717
39,2,2,50,180,0,True,0.8026690483093262,14.284761344110649,448,492,462.22816433457206,490.72966684424534,1719593343.607043
40,2,2,50,180,0,True,0.8301839828491211,24.829488239467818,318,198,309.9462318878634,174.51297580727174,1719593344.410081
41,2,2,50,180,0,True,0.7819969654083252,11.335820962101536,321,528,309.9462318878634,525.4870241927283,1719593345.2405791
42,2,0,25,110,0,True,0.8356151580810547,7.111809092883675,258,398,250.8934245307339,397.72721130293144,1719593346.02423
43,2,0,25,110,0,True,0.7831380367279053,9.899494936611665,467,357,460.0,350.0,1719593346.860107
44,2,0,25,110,0,True,0.9325730800628662,13.30217609991277,264,300,250.8934245307339,302.2727886970686,1719593347.643467
45,2,0,25,110,0,True,0.8497591018676758,11.307885763320838,409,430,418.5838782044607,436.0014630714833,1719593348.576336
46,2,0,25,110,0,True,0.8815300464630127,13.270178121135036,316,252,325.5226972648054,242.7579296599994,1719593349.426347
