,id,trial,radius,distance,latency,hit,time,accuracy,click_x,click_y,target_x,target_y,click_time
0,0,0,25,110,0,True,2.41688871383667,7.810249675906654,466,355,460.0,350.0,1719503077.6227221
1,0,0,25,110,0,True,1.2141969203948975,8.962156608169096,244,308,250.8934245307339,302.2727886970686,1719503080.039996
2,0,0,25,110,0,True,0.8220469951629639,4.020131206494988,419,440,418.5838782044607,436.0014630714833,1719503081.254493
3,0,0,25,110,0,True,0.5698387622833252,5.268065477967125,325,248,325.5226972648054,242.7579296599994,1719503082.076888
4,0,0,25,110,0,True,0.9497010707855225,18.028867967887827,308,453,325.5226972648054,457.2420703400006,1719503082.646967
5,0,0,25,110,0,True,0.9139609336853027,9.36497538719478,416,273,418.5838782044607,263.9985369285167,1719503083.596873
6,0,0,25,110,0,True,0.8357477188110352,5.347944281315121,250,403,250.8934245307339,397.72721130293144,1719503084.5110762
7,0,1,15,70,0,True,0.8958740234375,6.863123993949262,292,315,286.93217924683063,319.6281382617709,1719503085.351382
8,0,1,15,70,0,True,0.7404310703277588,1.4256823843586308,393,406,393.64428613011137,404.7282037727621,1719503086.247527
9,0,1,15,70,0,True,0.6106998920440674,11.557565931599116,323,280,334.423534623058,281.75504614727237,1719503086.988255
10,0,1,15,70,0,True,1.1107990741729736,9.83608188846786,344,416,334.423534623058,418.24495385272763,1719503087.599135
11,0,1,15,70,0,True,0.5797450542449951,2.299476126278251,394,293,393.64428613011137,295.2717962272379,1719503088.710217
12,0,1,15,70,0,True,0.8274819850921631,12.653583093177335,276,374,286.9321792468307,380.3718617382291,1719503089.290087
13,0,1,15,70,0,False,0.8420150279998779,16.278820596099706,408,339,420.0,350.0,1719503090.117857
14,0,2,50,180,0,True,0.9673290252685547,22.274945999670038,478,475,462.22816433457206,490.72966684424534,1719503090.964175
15,0,2,50,180,0,True,0.8386800289154053,4.972761211576812,305,174,309.9462318878634,174.51297580727174,1719503091.931979
16,0,2,50,180,0,True,0.5992889404296875,14.063127046590791,324,526,309.9462318878634,525.4870241927283,1719503092.770831
17,0,2,50,180,0,True,0.7360460758209229,26.15958832928235,447,188,462.228164334572,209.27033315575463,1719503093.3702888
18,0,2,50,180,0,True,0.8144049644470215,13.194709772235463,175,425,187.82560377756457,428.09907304116047,1719503094.106669
19,0,2,50,180,0,True,0.7181732654571533,28.635642126552707,558,344,530.0,350.0,1719503094.921608
20,0,2,50,180,0,True,0.6607732772827148,16.125257675566274,180,286,187.82560377756457,271.9009269588396,1719503095.6401799
21,0,0,25,110,0,True,1.2506558895111084,8.91464175800925,334,240,325.5226972648054,242.7579296599994,1719503096.302057
22,0,0,25,110,0,True,0.6675198078155518,8.258627968382704,325,449,325.5226972648054,457.2420703400006,1719503097.552829
23,0,0,25,110,0,True,0.6971290111541748,14.553993179827613,433,262,418.5838782044607,263.9985369285167,1719503098.220778
24,0,0,25,110,0,True,0.703312873840332,4.1338230050502665,254,395,250.8934245307339,397.72721130293144,1719503098.9182131
25,0,0,25,110,0,True,0.47512102127075195,8.48528137423857,454,344,460.0,350.0,1719503099.621639
26,0,0,25,110,0,True,0.4514188766479492,13.324727258346226,260,312,250.8934245307339,302.2727886970686,1719503100.09696
27,0,0,25,110,0,True,0.6047060489654541,5.672973125777685,413,435,418.5838782044607,436.0014630714833,1719503100.5486
28,0,1,15,70,0,True,1.1029229164123535,10.47512874992742,344,414,334.423534623058,418.24495385272763,1719503101.157217
29,0,1,15,70,0,True,0.719106912612915,14.440306607448159,380,300,393.64428613011137,295.2717962272379,1719503102.260452
30,0,1,15,70,0,True,0.6253869533538818,8.372136442903004,287,372,286.9321792468307,380.3718617382291,1719503102.979838
31,0,1,15,70,0,True,0.7468841075897217,6.4031242374328485,425,346,420.0,350.0,1719503103.6054668
32,0,1,15,70,0,True,0.5812711715698242,11.074065982133455,298,320,286.93217924683063,319.6281382617709,1719503104.3526459
33,0,1,15,70,0,True,0.5465140342712402,9.35106179401147,397,396,393.64428613011137,404.7282037727621,1719503104.934135
34,0,1,15,70,0,True,0.7616980075836182,2.7245972481418748,332,283,334.423534623058,281.75504614727237,1719503105.480831
35,0,2,50,180,0,True,0.721851110458374,33.74398801223927,443,237,462.228164334572,209.27033315575463,1719503106.247284
36,0,2,50,180,0,True,0.6803629398345947,28.021563164051692,161,420,187.82560377756457,428.09907304116047,1719503106.969567
37,0,2,50,180,0,True,0.7645721435546875,26.248809496813376,505,342,530.0,350.0,1719503107.650334
38,0,2,50,180,0,True,0.469527006149292,28.916202598210774,181,300,187.82560377756457,271.9009269588396,1719503108.415314
39,0,2,50,180,0,True,0.5975730419158936,21.28185145474364,474,473,462.22816433457206,490.72966684424534,1719503108.885329
40,0,2,50,180,0,True,0.7165930271148682,6.455441198878406,304,172,309.9462318878634,174.51297580727174,1719503109.483336
41,0,2,50,180,0,True,0.6399891376495361,26.155995528699766,335,533,309.9462318878634,525.4870241927283,1719503110.200336
42,0,0,25,110,0,True,1.056546926498413,13.92992091771037,238,403,250.8934245307339,397.72721130293144,1719503110.844579
43,0,0,25,110,0,True,0.5619261264801025,9.219544457292887,451,348,460.0,350.0,1719503111.901533
44,0,0,25,110,0,True,0.549903154373169,10.043062671829814,241,304,250.8934245307339,302.2727886970686,1719503112.463734
45,0,0,25,110,0,True,0.8222651481628418,15.068155004010206,420,421,418.5838782044607,436.0014630714833,1719503113.013824
