,id,trial,radius,distance,latency,hit,time,accuracy,click_x,click_y,target_x,target_y,click_time
0,2,0,25,110,0,True,4.389339923858643,24.839484696748443,441,334,460.0,350.0,1719593414.3353631
1,2,0,25,110,0,False,3.530733108520508,33.67851309880342,224,282,250.8934245307339,302.2727886970686,1719593418.72492
2,2,0,25,110,0,True,1.1998298168182373,19.15155476599991,421,455,418.5838782044607,436.0014630714833,1719593422.255866
3,2,0,25,110,0,False,1.9319298267364502,38.83702023033261,328,204,325.5226972648054,242.7579296599994,1719593423.4558861
4,2,0,25,110,0,False,2.9971022605895996,41.03756388975948,366,464,325.5226972648054,457.2420703400006,1719593425.3879879
5,2,0,25,110,0,True,5.5331621170043945,2.0413983450977757,419,262,418.5838782044607,263.9985369285167,1719593428.3852649
6,2,0,25,110,0,False,1.7999260425567627,49.22106709379608,277,356,250.8934245307339,397.72721130293144,1719593433.918612
7,2,1,15,70,0,False,7.025852918624878,15.93651833699881,271,320,286.93217924683063,319.6281382617709,1719593435.720557
8,2,1,15,70,0,False,1.0988800525665283,22.693721611781598,376,419,393.64428613011137,404.7282037727621,1719593442.746596
9,2,1,15,70,0,True,0.9327309131622314,4.469215998058938,332,278,334.423534623058,281.75504614727237,1719593443.8456252
10,2,1,15,70,0,True,0.7339210510253906,10.315677732723739,339,409,334.423534623058,418.24495385272763,1719593444.778496
11,2,1,15,70,0,True,3.198364019393921,5.311020624981034,393,290,393.64428613011137,295.2717962272379,1719593445.512563
12,2,1,15,70,0,True,2.2969629764556885,12.084157207125559,299,381,286.9321792468307,380.3718617382291,1719593448.711066
13,2,1,15,70,0,True,1.5347719192504883,9.219544457292887,426,343,420.0,350.0,1719593451.008181
14,2,2,50,180,0,True,1.0611608028411865,30.377843606442713,441,469,462.22816433457206,490.72966684424534,1719593452.546792
15,2,2,50,180,0,True,4.066279888153076,12.816679458967892,321,181,309.9462318878634,174.51297580727174,1719593453.608232
16,2,2,50,180,0,True,1.332101821899414,29.473926381047736,329,503,309.9462318878634,525.4870241927283,1719593457.674766
17,2,2,50,180,0,False,1.632680892944336,53.291496611333116,418,239,462.228164334572,209.27033315575463,1719593459.007133
18,2,2,50,180,0,True,1.066960096359253,41.516849304568815,210,393,187.82560377756457,428.09907304116047,1719593460.64008
19,2,2,50,180,0,True,2.09794020652771,5.0990195135927845,529,355,530.0,350.0,1719593461.7071528
20,2,2,50,180,0,True,1.4009218215942383,29.881940665706257,213,288,187.82560377756457,271.9009269588396,1719593463.805377
21,2,0,25,110,0,True,1.96431303024292,6.595315720484397,332,244,325.5226972648054,242.7579296599994,1719593465.208961
22,2,0,25,110,0,True,1.0633571147918701,7.905952160856016,324,465,325.5226972648054,457.2420703400006,1719593467.173491
23,2,0,25,110,0,True,4.83365797996521,18.51719534545414,403,274,418.5838782044607,263.9985369285167,1719593468.237039
24,2,0,25,110,0,True,1.5297200679779053,3.9029691581882795,247,398,250.8934245307339,397.72721130293144,1719593473.070879
25,2,0,25,110,0,False,1.3400168418884277,31.906112267087632,487,367,460.0,350.0,1719593474.60077
26,2,0,25,110,0,True,0.9902229309082031,19.377688657905964,264,288,250.8934245307339,302.2727886970686,1719593475.940974
27,2,0,25,110,0,False,1.0003478527069092,34.09658252457572,416,470,418.5838782044607,436.0014630714833,1719593476.931364
28,2,1,15,70,0,True,0.9943740367889404,6.861282640923296,330,413,334.423534623058,418.24495385272763,1719593477.935122
29,2,1,15,70,0,True,0.734177827835083,10.360876306129118,395,285,393.64428613011137,295.2717962272379,1719593478.9296482
30,2,1,15,70,0,True,0.799569845199585,14.68417975369776,293,367,286.9321792468307,380.3718617382291,1719593479.6639612
31,2,1,15,70,0,True,2.3322792053222656,10.04987562112089,410,349,420.0,350.0,1719593480.4636748
32,2,1,15,70,0,True,1.2654731273651123,6.941750519453014,293,323,286.93217924683063,319.6281382617709,1719593482.796105
33,2,1,15,70,0,True,1.1337368488311768,3.7451349412896318,394,401,393.64428613011137,404.7282037727621,1719593484.061717
34,2,1,15,70,0,True,4.896275997161865,7.258664802746261,330,276,334.423534623058,281.75504614727237,1719593485.195599
35,2,2,50,180,0,True,1.1335201263427734,40.2768297992895,434,238,462.228164334572,209.27033315575463,1719593490.092944
36,2,2,50,180,0,True,0.8978161811828613,24.50281471509412,196,405,187.82560377756457,428.09907304116047,1719593491.2267158
37,2,2,50,180,0,True,2.4662277698516846,30.265491900843113,500,354,530.0,350.0,1719593492.1246521
38,2,2,50,180,0,True,1.1334929466247559,22.17565670108837,181,293,187.82560377756457,271.9009269588396,1719593494.5911539
39,2,2,50,180,0,True,0.9320580959320068,39.69581432536373,432,465,462.22816433457206,490.72966684424534,1719593495.7249029
40,2,2,50,180,0,True,1.000675916671753,8.77624740562505,318,178,309.9462318878634,174.51297580727174,1719593496.657226
41,2,2,50,180,0,True,0.9979610443115234,20.020206873091894,327,515,309.9462318878634,525.4870241927283,1719593497.658165
42,2,0,25,110,0,True,1.2638208866119385,23.09474789440464,257,420,250.8934245307339,397.72721130293144,1719593498.6584032
43,2,0,25,110,0,True,0.7340340614318848,6.708203932499369,457,344,460.0,350.0,1719593499.922415
44,2,0,25,110,0,True,0.6657350063323975,18.69804304928714,265,290,250.8934245307339,302.2727886970686,1719593500.656628
45,2,0,25,110,0,True,0.6332449913024902,19.51412255644828,409,453,418.5838782044607,436.0014630714833,1719593501.322548
46,2,0,25,110,0,False,0.9995341300964355,40.438268344427605,340,205,325.5226972648054,242.7579296599994,1719593501.955987
